sl_pct,tp_pct,time_stop_min,trades,win_rate,winners,losers,net_pnl,avg_win,avg_loss,profit_factor,max_dd,return_over_dd
0.3,0.3,30,98,38.775510204081634,38,60,-27304.231874999925,1132.694259868422,-1172.4435624999992,0.6118614611353638,27747.903749999936,-0.9840106164776498
0.3,0.3,45,98,37.755102040816325,37,61,-23650.89149999992,1332.2676689189198,-1195.8163155737698,0.6757699926507102,26159.470874999966,-0.9041043533721685
0.3,0.3,60,98,40.816326530612244,40,58,-25376.611499999915,1359.7492968750012,-1375.2859202586203,0.6818641287329685,27774.27712499992,-0.9136731582892632
0.3,0.3,90,98,44.89795918367347,44,54,-18158.285249999914,1450.1997017045464,-1517.9087430555546,0.778468538899273,31870.75274999995,-0.5697476113111242
0.3,0.3,120,98,45.91836734693878,45,53,-12853.690874999935,1720.2539583333341,-1703.1154528301881,0.8576006876476843,29783.414624999965,-0.4315721026900202
0.3,0.35,30,98,38.775510204081634,38,60,-23300.760937499916,1238.0487582236854,-1172.4435624999992,0.6687721029429093,27118.833749999976,-0.8592095498022637
0.3,0.35,45,98,37.755102040816325,37,61,-18636.441187499913,1467.793353040542,-1195.8163155737698,0.7445130783679879,25271.12399999996,-0.7374599241212992
0.3,0.35,60,98,40.816326530612244,40,58,-20007.00712499991,1493.9894062500011,-1375.2859202586203,0.7491805931947385,23798.67149999993,-0.8406774775222208
0.3,0.35,90,98,44.89795918367347,44,54,-11295.482437499908,1606.1724928977283,-1517.9087430555546,0.8621948772273546,27484.239937499944,-0.41098034594320976
0.3,0.35,120,98,44.89795918367347,44,54,-7237.713374999922,1919.1619176136373,-1697.7932916666662,0.9210553311616098,25059.566812499957,-0.2888203706454207
0.3,0.4,30,98,38.775510204081634,38,60,-22623.142499999936,1255.8808223684216,-1172.4435624999992,0.6784046694784944,27036.09374999998,-0.8367755604487039
0.3,0.4,45,98,36.734693877551024,36,62,-19656.470249999937,1484.2781250000003,-1178.8787540322573,0.7310666244026148,24382.77712499997,-0.8061620769951552
0.3,0.4,60,98,39.795918367346935,39,59,-23652.73837499993,1456.1602884615393,-1363.440502118644,0.7059689292347088,27921.817124999943,-0.847105984152526
0.3,0.4,90,98,42.857142857142854,42,56,-13865.039624999936,1675.3716071428578,-1504.1186986607138,0.8353919850048884,27177.10462499996,-0.5101735382159002
0.3,0.4,120,98,43.87755102040816,43,55,-2555.146499999964,2127.3959302325584,-1709.694027272727,0.9728271793959435,20835.17399999999,-0.12263619684673452
0.3,0.5,30,98,37.755102040816325,37,61,-24815.013749999933,1246.2243243243252,-1162.7100614754092,0.6501247236287349,27116.885624999955,-0.9151129703155199
0.3,0.5,45,98,36.734693877551024,36,62,-19831.923374999926,1479.4044270833342,-1178.8787540322573,0.7286661323221328,23847.258374999976,-0.8316227829271358
0.3,0.5,60,98,39.795918367346935,39,59,-21905.22524999992,1500.9683173076933,-1363.440502118644,0.7276925515558876,27993.106499999936,-0.7825221273673205
0.3,0.5,90,98,42.857142857142854,42,56,-11747.412749999923,1725.7912946428578,-1504.1186986607138,0.8605327971353877,27631.435874999952,-0.425146662777254
0.3,0.5,120,98,43.87755102040816,43,55,3105.52537500006,2259.039462209303,-1709.694027272727,1.0330258495535276,16970.484374999996,0.18299568276171027
0.3,0.6,30,98,37.755102040816325,37,61,-23756.38499999993,1274.8359121621631,-1162.7100614754092,0.6650506886196195,26579.444999999952,-0.8937878499720356
