trade_date,expiry,dte,entry_ts,sr_kind,side,strike,spot_at_entry,entry_premium,lots,qty,candle_pattern,vix_pct_change,exit_ts,exit_premium,exit_reason,minutes_held,net_pnl,return_pct
2024-12-16,19_DEC_24,3,2024-12-16T10:28:00+05:30,support,CE,24550,24672.25,225.75,1,65,,0.0,2024-12-16T15:25:00+05:30,227.95,EOD,297,76.5,0.93
2024-12-17,19_DEC_24,2,2024-12-17T09:46:00+05:30,support,CE,24450,24551.15,216.25,1,65,,0.0,2024-12-17T09:48:00+05:30,200.8,BREAK_SR,2,-1070.75,-7.19
2024-12-18,19_DEC_24,1,2024-12-18T09:45:00+05:30,resistance,PE,24500,24376.0,178.15,1,65,,0.0,2024-12-18T10:00:00+05:30,267.85,TP,15,5764.0,50.28
2025-08-19,02_SEP_25,14,2025-08-19T09:45:00+05:30,resistance,PE,25000,24876.3,223.1,1,65,,0.0,2025-08-19T12:21:00+05:30,162.0,BREAK_SR,156,-4038.0,-27.43
2025-08-19,02_SEP_25,14,2025-08-19T12:52:00+05:30,resistance,PE,25100,24982.15,215.0,1,65,,0.0,2025-08-19T12:56:00+05:30,209.55,BREAK_SR,4,-420.75,-2.58
2025-08-19,02_SEP_25,14,2025-08-19T13:27:00+05:30,resistance,PE,25100,24982.8,217.4,1,65,,0.0,2025-08-19T15:25:00+05:30,206.9,EOD,118,-749.0,-4.87
2025-08-20,02_SEP_25,13,2025-08-20T09:45:00+05:30,support,CE,24850,24972.0,289.0,1,65,,0.0,2025-08-20T15:25:00+05:30,356.05,EOD,340,4291.75,23.16
2025-08-21,02_SEP_25,12,2025-08-21T09:45:00+05:30,support,CE,24950,25061.1,286.05,1,65,,0.0,2025-08-21T15:25:00+05:30,290.2,EOD,340,203.25,1.42
2025-08-25,02_SEP_25,8,2025-08-25T09:45:00+05:30,resistance,PE,25050,24962.75,160.0,1,65,,0.0,2025-08-25T11:04:00+05:30,158.55,BE_STOP,79,-160.75,-0.97
2025-08-25,02_SEP_25,8,2025-08-25T11:34:00+05:30,resistance,PE,25050,24949.15,160.15,1,65,,0.0,2025-08-25T13:06:00+05:30,135.65,BREAK_SR,92,-1659.0,-15.36
2025-08-25,02_SEP_25,8,2025-08-25T14:21:00+05:30,resistance,PE,25100,24988.1,174.0,1,65,,0.0,2025-08-25T15:25:00+05:30,172.4,EOD,64,-170.5,-0.98
2025-08-28,02_SEP_25,5,2025-08-28T09:53:00+05:30,support,CE,24500,24590.8,197.3,1,65,,0.0,2025-08-28T10:02:00+05:30,193.0,BREAK_SR,9,-346.0,-2.23
2025-08-28,02_SEP_25,5,2025-08-28T10:32:00+05:30,support,CE,24500,24596.45,199.3,1,65,,0.0,2025-08-28T12:18:00+05:30,198.7,BE_STOP,106,-105.5,-0.35
2025-08-28,02_SEP_25,5,2025-08-28T12:50:00+05:30,support,CE,24500,24593.65,185.2,1,65,,0.0,2025-08-28T12:58:00+05:30,179.85,BREAK_SR,8,-414.25,-2.94
2025-08-29,02_SEP_25,4,2025-08-29T09:47:00+05:30,support,CE,24400,24502.9,188.1,1,65,,0.0,2025-08-29T12:59:00+05:30,187.6,BE_STOP,192,-99.0,-0.32
