expiry,entry_ts,side,strike,entry_spot,range_5m_at_entry,entry_premium,lots,qty,exit_ts,exit_premium,exit_spot,exit_reason,minutes_held,gross_pnl,net_pnl,return_pct
10_FEB_26,2026-02-10T13:19:00+05:30,CE,25950,25948.4,32.2,24.95,12,780,2026-02-10T13:22:00+05:30,18.15,25936.3,SL,3,-5382.0,-5442.0,-27.6
10_FEB_26,2026-02-10T13:30:00+05:30,CE,25900,25919.3,32.35,33.6,9,585,2026-02-10T13:50:00+05:30,36.85,25924.3,TIME_STOP,20,1842.75,1782.75,9.36
10_FEB_26,2026-02-10T14:17:00+05:30,PE,25950,25937.8,30.7,30.95,9,585,2026-02-10T14:27:00+05:30,42.05,25920.7,TP,10,6435.0,6375.0,35.48
17_FEB_26,2026-02-17T09:44:00+05:30,PE,25650,25642.95,36.4,56.1,5,325,2026-02-17T09:58:00+05:30,41.5,25670.0,SL,14,-4777.5,-4837.5,-26.18
17_FEB_26,2026-02-17T10:28:00+05:30,PE,25750,25725.35,33.45,64.95,4,260,2026-02-17T10:41:00+05:30,85.7,25689.0,TP,13,5369.0,5309.0,31.77
17_FEB_26,2026-02-17T10:44:00+05:30,CE,25650,25661.3,32.75,50.4,6,390,2026-02-17T11:04:00+05:30,49.35,25666.55,TIME_STOP,20,-448.5,-508.5,-2.28
17_FEB_26,2026-02-17T11:34:00+05:30,PE,25700,25721.45,31.1,30.25,10,650,2026-02-17T11:54:00+05:30,22.9,25741.6,TIME_STOP,20,-4842.5,-4902.5,-24.59
17_FEB_26,2026-02-17T13:08:00+05:30,PE,25750,25751.6,34.55,31.8,9,585,2026-02-17T13:28:00+05:30,33.7,25741.5,TIME_STOP,20,1053.0,993.0,5.65
17_FEB_26,2026-02-17T13:57:00+05:30,CE,25700,25698.6,39.45,28.7,10,650,2026-02-17T14:01:00+05:30,43.4,25722.8,TP,4,9490.0,9430.0,50.78
17_FEB_26,2026-02-17T14:12:00+05:30,CE,25700,25690.5,35.35,21.9,14,910,2026-02-17T14:13:00+05:30,15.8,25671.05,SL,1,-5642.0,-5702.0,-28.25
17_FEB_26,2026-02-17T14:16:00+05:30,PE,25700,25703.2,32.25,21.6,14,910,2026-02-17T14:28:00+05:30,31.35,25684.15,TP,12,8781.5,8721.5,44.57
24_FEB_26,2026-02-24T09:30:00+05:30,CE,25550,25534.0,33.8,56.0,5,325,2026-02-24T09:43:00+05:30,41.8,25484.1,SL,13,-4647.5,-4707.5,-25.51
24_FEB_26,2026-02-24T09:47:00+05:30,PE,25550,25525.8,41.7,79.0,3,195,2026-02-24T10:07:00+05:30,71.7,25524.7,TIME_STOP,20,-1443.0,-1503.0,-9.36
24_FEB_26,2026-02-24T10:12:00+05:30,CE,25500,25495.1,34.65,59.35,5,325,2026-02-24T10:32:00+05:30,57.65,25504.1,TIME_STOP,20,-585.0,-645.0,-3.03
24_FEB_26,2026-02-24T10:48:00+05:30,CE,25450,25474.95,35.25,68.9,4,260,2026-02-24T11:08:00+05:30,79.5,25498.25,TIME_STOP,20,2730.0,2670.0,15.23
24_FEB_26,2026-02-24T12:47:00+05:30,CE,25400,25389.55,31.9,42.35,7,455,2026-02-24T13:04:00+05:30,56.1,25421.9,TP,17,6210.75,6150.75,32.19
24_FEB_26,2026-02-24T13:30:00+05:30,CE,25350,25364.85,39.55,43.9,7,455,2026-02-24T13:39:00+05:30,58.95,25377.85,TP,9,6802.25,6742.25,34.02
24_FEB_26,2026-02-24T13:39:00+05:30,PE,25400,25377.85,49.25,43.9,7,455,2026-02-24T13:50:00+05:30,57.25,25362.6,TP,11,6028.75,5968.75,30.15
24_FEB_26,2026-02-24T13:55:00+05:30,PE,25400,25395.95,33.35,34.75,8,520,2026-02-24T14:11:00+05:30,20.4,25429.45,SL,16,-7514.0,-7574.0,-41.52
24_FEB_26,2026-02-24T14:23:00+05:30,CE,25400,25404.6,37.85,34.3,8,520,2026-02-24T14:33:00+05:30,21.6,25395.6,SL,10,-6656.0,-6716.0,-37.26
02_MAR_26,2026-03-02T09:33:00+05:30,PE,24950,24964.15,74.75,89.1,3,195,2026-03-02T09:53:00+05:30,121.1,24898.4,TP,20,6220.5,6160.5,35.78
02_MAR_26,2026-03-02T09:58:00+05:30,PE,24950,24931.3,47.15,97.25,3,195,2026-03-02T10:10:00+05:30,132.9,24869.35,TP,12,6932.25,6872.25,36.54
10_MAR_26,2026-03-10T09:30:00+05:30,CE,24150,24133.1,30.15,81.4,3,195,2026-03-10T09:50:00+05:30,82.05,24138.6,TIME_STOP,20,107.25,47.25,0.68
10_MAR_26,2026-03-10T09:57:00+05:30,CE,24100,24100.7,33.2,93.6,3,195,2026-03-10T10:15:00+05:30,145.05,24187.75,TP,18,10013.25,9953.25,54.83
10_MAR_26,2026-03-10T10:15:00+05:30,PE,24200,24187.75,55.9,83.9,3,195,2026-03-10T10:35:00+05:30,71.1,24204.25,TIME_STOP,20,-2515.5,-2575.5,-15.37
10_MAR_26,2026-03-10T10:53:00+05:30,CE,24200,24192.6,38.5,68.95,4,260,2026-03-10T11:13:00+05:30,84.7,24222.05,TIME_STOP,20,4069.0,4009.0,22.68
10_MAR_26,2026-03-10T11:19:00+05:30,CE,24200,24210.25,30.5,74.65,4,260,2026-03-10T11:39:00+05:30,96.7,24252.05,TIME_STOP,20,5707.0,5647.0,29.38
10_MAR_26,2026-03-10T11:48:00+05:30,CE,24200,24212.95,40.8,70.1,4,260,2026-03-10T12:08:00+05:30,64.75,24212.7,TIME_STOP,20,-1417.0,-1477.0,-7.77
10_MAR_26,2026-03-10T12:14:00+05:30,CE,24150,24172.5,40.75,69.5,4,260,2026-03-10T12:34:00+05:30,58.6,24160.9,TIME_STOP,20,-2860.0,-2920.0,-15.82
10_MAR_26,2026-03-10T12:39:00+05:30,CE,24150,24157.0,30.05,60.65,5,325,2026-03-10T12:50:00+05:30,83.3,24194.25,TP,11,7328.75,7268.75,37.15
10_MAR_26,2026-03-10T12:50:00+05:30,PE,24200,24194.25,34.55,49.7,6,390,2026-03-10T12:55:00+05:30,37.05,24222.85,SL,5,-4972.5,-5032.5,-25.63
10_MAR_26,2026-03-10T13:30:00+05:30,PE,24250,24232.4,34.55,49.9,6,390,2026-03-10T13:50:00+05:30,40.3,24246.05,TIME_STOP,20,-3783.0,-3843.0,-19.42
10_MAR_26,2026-03-10T14:08:00+05:30,PE,24250,24270.2,48.3,29.45,10,650,2026-03-10T14:21:00+05:30,47.25,24228.7,TP,13,11505.0,11445.0,60.0
10_MAR_26,2026-03-10T14:21:00+05:30,CE,24250,24228.7,36.95,27.45,11,715,2026-03-10T14:25:00+05:30,36.05,24244.45,TP,4,6077.5,6017.5,30.91
17_MAR_26,2026-03-17T09:35:00+05:30,PE,23400,23411.45,44.75,81.1,3,195,2026-03-17T09:44:00+05:30,59.45,23453.15,SL,9,-4241.25,-4301.25,-26.8
17_MAR_26,2026-03-17T09:49:00+05:30,PE,23500,23484.5,44.85,91.45,3,195,2026-03-17T10:09:00+05:30,72.45,23520.5,TIME_STOP,20,-3724.5,-3784.5,-20.87
17_MAR_26,2026-03-17T10:15:00+05:30,PE,23550,23540.65,31.35,82.3,3,195,2026-03-17T10:30:00+05:30,112.4,23484.7,TP,15,5850.0,5790.0,36.43
17_MAR_26,2026-03-17T10:30:00+05:30,CE,23500,23484.7,62.85,58.35,5,325,2026-03-17T10:49:00+05:30,77.5,23522.65,TP,19,6191.25,6131.25,32.62
17_MAR_26,2026-03-17T10:49:00+05:30,PE,23500,23522.65,40.2,58.1,5,325,2026-03-17T11:08:00+05:30,79.45,23482.5,TP,19,6906.25,6846.25,36.54
17_MAR_26,2026-03-17T11:08:00+05:30,CE,23500,23482.5,40.45,52.2,5,325,2026-03-17T11:17:00+05:30,35.75,23444.3,SL,9,-5378.75,-5438.75,-31.67
17_MAR_26,2026-03-17T11:24:00+05:30,CE,23400,23412.65,30.7,66.75,4,260,2026-03-17T11:33:00+05:30,49.35,23367.45,SL,9,-4550.0,-4610.0,-26.2
17_MAR_26,2026-03-17T11:38:00+05:30,PE,23400,23406.95,41.2,70.2,4,260,2026-03-17T11:58:00+05:30,60.0,23410.15,TIME_STOP,20,-2678.0,-2738.0,-14.66
17_MAR_26,2026-03-17T12:16:00+05:30,CE,23400,23409.65,32.4,59.25,5,325,2026-03-17T12:36:00+05:30,66.15,23422.0,TIME_STOP,20,2210.0,2150.0,11.47
17_MAR_26,2026-03-17T12:36:00+05:30,PE,23400,23422.0,39.05,50.55,6,390,2026-03-17T12:43:00+05:30,36.85,23451.35,SL,7,-5382.0,-5442.0,-27.27
17_MAR_26,2026-03-17T12:49:00+05:30,PE,23500,23488.15,37.25,62.05,4,260,2026-03-17T13:08:00+05:30,45.5,23516.0,SL,19,-4329.0,-4389.0,-26.81
17_MAR_26,2026-03-17T13:15:00+05:30,PE,23550,23551.2,30.45,52.8,5,325,2026-03-17T13:35:00+05:30,52.5,23547.8,TIME_STOP,20,-130.0,-190.0,-0.76
17_MAR_26,2026-03-17T13:36:00+05:30,CE,23550,23542.75,32.25,37.8,8,520,2026-03-17T13:39:00+05:30,27.6,23513.2,SL,3,-5356.0,-5416.0,-27.21
17_MAR_26,2026-03-17T13:43:00+05:30,PE,23550,23539.35,33.3,54.35,5,325,2026-03-17T14:03:00+05:30,36.85,23566.15,SL,20,-5720.0,-5780.0,-32.35
17_MAR_26,2026-03-17T14:10:00+05:30,PE,23600,23587.55,42.45,48.95,6,390,2026-03-17T14:17:00+05:30,63.8,23561.15,TP,7,5752.5,5692.5,30.1
17_MAR_26,2026-03-17T14:17:00+05:30,CE,23550,23561.15,42.85,39.25,7,455,2026-03-17T14:22:00+05:30,26.95,23544.05,SL,5,-5642.0,-5702.0,-31.55
17_MAR_26,2026-03-17T14:30:00+05:30,PE,23550,23572.75,43.5,28.25,10,650,2026-03-17T14:32:00+05:30,18.85,23586.45,SL,2,-6175.0,-6235.0,-33.57
30_MAR_26,2026-03-30T10:10:00+05:30,CE,22600,22582.65,57.55,90.95,3,195,2026-03-30T10:29:00+05:30,65.8,22534.75,SL,19,-4923.75,-4983.75,-27.75
30_MAR_26,2026-03-30T10:43:00+05:30,CE,22500,22513.85,33.35,94.2,3,195,2026-03-30T11:03:00+05:30,89.1,22506.7,TIME_STOP,20,-1014.0,-1074.0,-5.52
30_MAR_26,2026-03-30T11:09:00+05:30,CE,22450,22472.3,32.85,94.0,3,195,2026-03-30T11:29:00+05:30,90.05,22468.2,TIME_STOP,20,-789.75,-849.75,-4.31
30_MAR_26,2026-03-30T11:34:00+05:30,PE,22500,22503.8,36.3,82.8,3,195,2026-03-30T11:54:00+05:30,92.5,22478.6,TIME_STOP,20,1872.0,1812.0,11.59
30_MAR_26,2026-03-30T12:01:00+05:30,PE,22500,22506.45,36.75,73.8,4,260,2026-03-30T12:05:00+05:30,55.0,22569.65,SL,4,-4914.0,-4974.0,-25.59
30_MAR_26,2026-03-30T12:21:00+05:30,PE,22600,22581.1,30.25,87.8,3,195,2026-03-30T12:24:00+05:30,118.65,22531.3,TP,3,5996.25,5936.25,35.0
30_MAR_26,2026-03-30T12:24:00+05:30,CE,22550,22531.3,49.8,64.55,4,260,2026-03-30T12:39:00+05:30,84.85,22565.6,TP,15,5252.0,5192.0,31.27
30_MAR_26,2026-03-30T12:39:00+05:30,PE,22550,22565.6,48.2,64.3,4,260,2026-03-30T12:52:00+05:30,92.1,22509.0,TP,13,7202.0,7142.0,43.05
30_MAR_26,2026-03-30T12:52:00+05:30,CE,22500,22509.0,32.15,71.65,4,260,2026-03-30T13:12:00+05:30,67.05,22506.05,TIME_STOP,20,-1222.0,-1282.0,-6.56
30_MAR_26,2026-03-30T13:16:00+05:30,PE,22500,22515.8,32.9,55.7,5,325,2026-03-30T13:25:00+05:30,76.05,22472.55,TP,9,6581.25,6521.25,36.32
30_MAR_26,2026-03-30T13:43:00+05:30,CE,22450,22458.0,35.65,60.8,5,325,2026-03-30T13:53:00+05:30,44.35,22426.6,SL,10,-5378.75,-5438.75,-27.2
30_MAR_26,2026-03-30T14:02:00+05:30,PE,22450,22462.6,33.8,37.3,8,520,2026-03-30T14:10:00+05:30,50.05,22440.4,TP,8,6578.0,6518.0,33.87
30_MAR_26,2026-03-30T14:11:00+05:30,CE,22450,22430.9,31.9,38.75,7,455,2026-03-30T14:19:00+05:30,28.65,22411.55,SL,8,-4641.0,-4701.0,-26.29
30_MAR_26,2026-03-30T14:24:00+05:30,CE,22400,22388.0,38.45,37.75,8,520,2026-03-30T14:34:00+05:30,22.35,22362.5,SL,10,-8060.0,-8120.0,-41.01
07_APR_26,2026-04-07T09:35:00+05:30,CE,22850,22841.05,56.7,94.8,3,195,2026-04-07T09:43:00+05:30,70.85,22794.95,SL,8,-4689.75,-4749.75,-25.36
07_APR_26,2026-04-07T10:01:00+05:30,PE,22900,22914.6,58.05,94.6,3,195,2026-04-07T10:21:00+05:30,78.75,22927.8,TIME_STOP,20,-3110.25,-3170.25,-16.85
07_APR_26,2026-04-07T10:34:00+05:30,CE,22900,22913.7,33.0,93.4,3,195,2026-04-07T10:42:00+05:30,122.85,22962.4,TP,8,5723.25,5663.25,31.41
07_APR_26,2026-04-07T10:42:00+05:30,PE,22950,22962.4,44.8,81.75,3,195,2026-04-07T10:52:00+05:30,107.4,22914.95,TP,10,4982.25,4922.25,31.23
07_APR_26,2026-04-07T10:52:00+05:30,CE,22900,22914.95,38.3,91.75,3,195,2026-04-07T10:56:00+05:30,68.6,22865.65,SL,4,-4533.75,-4593.75,-25.33
07_APR_26,2026-04-07T11:05:00+05:30,PE,22850,22864.55,33.5,82.4,3,195,2026-04-07T11:19:00+05:30,61.65,22893.7,SL,14,-4065.75,-4125.75,-25.29
07_APR_26,2026-04-07T11:24:00+05:30,PE,22950,22927.5,34.5,92.1,3,195,2026-04-07T11:44:00+05:30,90.85,22921.25,TIME_STOP,20,-263.25,-323.25,-1.47
07_APR_26,2026-04-07T11:55:00+05:30,PE,22950,22956.6,37.85,69.6,4,260,2026-04-07T12:15:00+05:30,81.0,22933.05,TIME_STOP,20,2938.0,2878.0,16.22
07_APR_26,2026-04-07T13:13:00+05:30,PE,22950,22949.65,36.9,57.55,5,325,2026-04-07T13:30:00+05:30,36.8,22982.75,SL,17,-6776.25,-6836.25,-36.2
07_APR_26,2026-04-07T13:36:00+05:30,PE,23050,23030.35,47.1,60.85,5,325,2026-04-07T13:43:00+05:30,44.5,23055.25,SL,7,-5346.25,-5406.25,-27.01
07_APR_26,2026-04-07T13:49:00+05:30,CE,23000,23020.75,41.7,68.35,4,260,2026-04-07T13:57:00+05:30,43.9,22978.15,SL,8,-6383.0,-6443.0,-35.89
07_APR_26,2026-04-07T14:02:00+05:30,PE,23000,23014.6,51.05,40.4,7,455,2026-04-07T14:22:00+05:30,31.05,23007.65,TIME_STOP,20,-4299.75,-4359.75,-23.36
07_APR_26,2026-04-07T14:27:00+05:30,PE,23000,23022.1,35.9,25.6,12,780,2026-04-07T14:31:00+05:30,13.9,23046.6,SL,4,-9204.0,-9264.0,-46.0
13_APR_26,2026-04-13T09:36:00+05:30,CE,23600,23580.4,35.15,67.55,4,260,2026-04-13T09:41:00+05:30,92.3,23625.4,TP,5,6409.0,6349.0,36.46
13_APR_26,2026-04-13T09:41:00+05:30,PE,23650,23625.4,45.0,93.6,3,195,2026-04-13T10:01:00+05:30,70.2,23674.55,TIME_STOP,20,-4582.5,-4642.5,-25.09
13_APR_26,2026-04-13T10:15:00+05:30,CE,23650,23646.15,31.9,61.85,4,260,2026-04-13T10:20:00+05:30,87.55,23688.75,TP,5,6656.0,6596.0,41.36
21_APR_26,2026-04-21T09:45:00+05:30,PE,24500,24502.05,47.65,60.15,5,325,2026-04-21T10:05:00+05:30,49.35,24511.75,TIME_STOP,20,-3542.5,-3602.5,-18.11
21_APR_26,2026-04-21T10:34:00+05:30,PE,24550,24527.8,34.2,60.15,5,325,2026-04-21T10:54:00+05:30,50.25,24542.35,TIME_STOP,20,-3250.0,-3310.0,-16.61
